Haptic Middle ,,,Haptic Thumb,,,Haptic Pointer,,,Object Placed,
rosbagTimestamp,data,,rosbagTimestamp,data,,rosbagTimestamp,data,,rosbagTimestamp,data
1.58250320899027E+018,1043,,1.58250320898721E+018,-40,,1.58250320898878E+018,795,,,
1.58250320901281E+018,1050,,1.58250320901009E+018,-42,,1.58250320901142E+018,793,,,
1.58250320903571E+018,1044,,1.58250320903282E+018,-40,,1.58250320903431E+018,800,,,
1.58250320906071E+018,1043,,1.58250320905521E+018,-42,,1.58250320905835E+018,792,,,
1.5825032090814E+018,1054,,1.58250320907779E+018,-46,,1.58250320907962E+018,807,,,
1.58250320910353E+018,1030,,1.58250320910083E+018,-48,,1.58250320910223E+018,793,,,
1.58250320912635E+018,1035,,1.5825032091231E+018,-44,,1.58250320912483E+018,781,,,
1.58250320915074E+018,1033,,1.58250320914721E+018,-41,,1.58250320914865E+018,787,,,
1.58250320917239E+018,1044,,1.5825032091693E+018,-50,,1.58250320917089E+018,793,,,
1.58250320919685E+018,1052,,1.58250320919245E+018,-49,,1.5825032091947E+018,791,,,
1.58250320921902E+018,1046,,1.58250320921515E+018,-53,,1.58250320921705E+018,787,,,
1.58250320924102E+018,1054,,1.5825032092379E+018,-48,,1.58250320923948E+018,791,,,
1.58250320926291E+018,1058,,1.58250320925999E+018,-46,,1.58250320926145E+018,793,,,
1.58250320928605E+018,1038,,1.58250320928315E+018,-43,,1.58250320928464E+018,791,,,
1.58250320930881E+018,1050,,1.582503209306E+018,-52,,1.58250320930737E+018,800,,,
1.58250320933126E+018,1031,,1.58250320932842E+018,-45,,1.58250320932979E+018,797,,,
1.58250320935472E+018,1022,,1.58250320935117E+018,-47,,1.58250320935282E+018,797,,,
1.58250320937689E+018,1056,,1.58250320937406E+018,-46,,1.58250320937542E+018,785,,,
1.58250320939985E+018,1036,,1.58250320939692E+018,-44,,1.58250320939841E+018,794,,,
1.58250320942276E+018,1035,,1.58250320941955E+018,-46,,1.58250320942113E+018,786,,,
1.58250320944649E+018,1031,,1.58250320944299E+018,-46,,1.58250320944478E+018,798,,,
1.58250320946766E+018,1035,,1.58250320946472E+018,-39,,1.58250320946633E+018,799,,,
1.58250320949105E+018,1035,,1.58250320948763E+018,-44,,1.58250320948912E+018,798,,,
1.58250320951461E+018,1035,,1.58250320951149E+018,-41,,1.58250320951312E+018,797,,,
1.58250320953731E+018,1051,,1.58250320953419E+018,-41,,1.58250320953572E+018,802,,,
1.58250320955936E+018,1057,,1.58250320955631E+018,-44,,1.58250320955782E+018,801,,,
1.58250320958198E+018,1034,,1.58250320957926E+018,-42,,1.58250320958058E+018,808,,,
1.58250320960503E+018,1037,,1.58250320960186E+018,-42,,1.58250320960357E+018,798,,,
1.58250320962788E+018,1035,,1.58250320962456E+018,-42,,1.58250320962603E+018,796,,,
1.58250320964963E+018,1070,,1.58250320964636E+018,-46,,1.58250320964782E+018,800,,,
1.58250320967264E+018,1054,,1.58250320966943E+018,-46,,1.58250320967099E+018,794,,,
1.58250320969722E+018,1033,,1.58250320969344E+018,-45,,1.58250320969541E+018,794,,,
1.58250320972062E+018,1051,,1.58250320971628E+018,-50,,1.58250320971825E+018,792,,,
1.58250320974359E+018,1041,,1.58250320973935E+018,-53,,1.58250320974161E+018,795,,,
1.58250320976371E+018,1022,,1.58250320976098E+018,-49,,1.5825032097624E+018,790,,,
1.5825032097863E+018,1046,,1.58250320978369E+018,-52,,1.58250320978508E+018,794,,,
1.58250320980987E+018,1042,,1.58250320980721E+018,-45,,1.58250320980853E+018,790,,,
1.58250320983283E+018,1041,,1.58250320982994E+018,-41,,1.58250320983128E+018,801,,,
1.5825032098547E+018,1041,,1.58250320985185E+018,-45,,1.58250320985324E+018,791,,,
1.58250320987822E+018,1037,,1.58250320987533E+018,-45,,1.58250320987685E+018,798,,,
1.58250320990118E+018,1042,,1.58250320989808E+018,-40,,1.58250320989962E+018,789,,,
1.58250320992492E+018,1063,,1.58250320992128E+018,-45,,1.58250320992309E+018,792,,,
1.58250320994688E+018,1071,,1.582503209943E+018,-54,,1.58250320994494E+018,786,,,
1.5825032099685E+018,1067,,1.58250320996555E+018,-43,,1.58250320996708E+018,790,,,
1.58250320999191E+018,1046,,1.58250320998874E+018,-44,,1.58250320999033E+018,798,,,
1.58250321001477E+018,1035,,1.58250321001161E+018,-44,,1.58250321001322E+018,793,,,
1.58250321003659E+018,1038,,1.58250321003382E+018,-47,,1.58250321003523E+018,788,,,
1.58250321005916E+018,1045,,1.58250321005614E+018,-49,,1.58250321005763E+018,789,,,
1.58250321008317E+018,1039,,1.58250321008034E+018,-41,,1.58250321008182E+018,794,,,
1.58250321010524E+018,1031,,1.58250321010235E+018,-37,,1.58250321010372E+018,786,,,
1.58250321013016E+018,1046,,1.58250321012591E+018,-42,,1.58250321012832E+018,788,,,
1.58250321015358E+018,1044,,1.58250321014923E+018,-38,,1.58250321015151E+018,786,,,
1.58250321017363E+018,1044,,1.58250321017068E+018,-42,,1.58250321017214E+018,784,,,
1.58250321019611E+018,1027,,1.58250321019339E+018,-43,,1.58250321019461E+018,793,,,
1.58250321021914E+018,1035,,1.58250321021642E+018,-41,,1.58250321021787E+018,789,,,
1.58250321024193E+018,1059,,1.5825032102391E+018,-39,,1.58250321024041E+018,794,,,
1.58250321026414E+018,1063,,1.58250321026135E+018,-39,,1.58250321026274E+018,789,,,
1.58250321028816E+018,1045,,1.58250321028509E+018,-44,,1.58250321028662E+018,802,,,
1.58250321031159E+018,1038,,1.58250321030796E+018,-45,,1.58250321030976E+018,794,,,
1.58250321033633E+018,1032,,1.58250321033196E+018,-47,,1.58250321033439E+018,795,,,
1.58250321035556E+018,1048,,1.58250321035254E+018,-47,,1.58250321035411E+018,785,,,
1.58250321037811E+018,1038,,1.58250321037567E+018,-41,,1.58250321037692E+018,791,,,
1.58250321040159E+018,1050,,1.58250321039895E+018,-51,,1.58250321040024E+018,790,,,
1.5825032104243E+018,1038,,1.58250321042125E+018,-47,,1.58250321042273E+018,788,,,
1.5825032104485E+018,1042,,1.58250321044451E+018,-41,,1.58250321044616E+018,795,,,
1.58250321047245E+018,1054,,1.58250321046925E+018,-40,,1.58250321047075E+018,791,,,
1.58250321049422E+018,1053,,1.58250321049072E+018,-44,,1.58250321049235E+018,799,,,
1.58250321051482E+018,1024,,1.58250321051182E+018,-40,,1.58250321051337E+018,785,,,
1.5825032105382E+018,1047,,1.58250321053524E+018,-40,,1.58250321053675E+018,785,,,
1.58250321056085E+018,1059,,1.58250321055811E+018,-42,,1.58250321055947E+018,787,,,
1.58250321058343E+018,1063,,1.58250321058052E+018,-47,,1.58250321058199E+018,790,,,
1.58250321060645E+018,1031,,1.58250321060346E+018,-47,,1.5825032106049E+018,799,,,
1.5825032106293E+018,1047,,1.58250321062622E+018,-43,,1.58250321062771E+018,795,,,
1.58250321065269E+018,1051,,1.58250321064875E+018,-43,,1.58250321065063E+018,797,,,
1.58250321067556E+018,1045,,1.58250321067195E+018,-39,,1.58250321067367E+018,797,,,
1.58250321069725E+018,1037,,1.58250321069439E+018,-38,,1.58250321069596E+018,794,,,
1.58250321071923E+018,1046,,1.58250321071647E+018,-39,,1.5825032107178E+018,784,,,
1.58250321074295E+018,1046,,1.58250321074029E+018,-36,,1.58250321074161E+018,789,,,
1.58250321076617E+018,1058,,1.58250321076344E+018,-47,,1.58250321076478E+018,786,,,
1.58250321079021E+018,1039,,1.58250321078673E+018,-41,,1.58250321078848E+018,790,,,
1.58250321081138E+018,1047,,1.58250321080788E+018,-44,,1.58250321080961E+018,790,,,
1.58250321083524E+018,1063,,1.58250321083118E+018,-44,,1.58250321083376E+018,788,,,
1.58250321085726E+018,1047,,1.58250321085411E+018,-43,,1.58250321085562E+018,784,,,
1.58250321088013E+018,1047,,1.58250321087742E+018,-39,,1.5825032108788E+018,785,,,
1.5825032109019E+018,1043,,1.58250321089928E+018,-45,,1.58250321090057E+018,784,,,
1.58250321092663E+018,1043,,1.58250321092207E+018,-46,,1.58250321092458E+018,794,,,
1.58250321094878E+018,1052,,1.5825032109451E+018,-50,,1.58250321094692E+018,794,,,
1.58250321097104E+018,1035,,1.58250321096774E+018,-50,,1.58250321096946E+018,789,,,
1.58250321099358E+018,1039,,1.58250321099108E+018,-48,,1.58250321099275E+018,796,,,
1.58250321101554E+018,1042,,1.58250321101297E+018,-41,,1.58250321101429E+018,800,,,
1.58250321103905E+018,1037,,1.58250321103639E+018,-44,,1.58250321103773E+018,794,,,
1.58250321106143E+018,1056,,1.58250321105863E+018,-50,,1.58250321105999E+018,794,,,
1.5825032110851E+018,1042,,1.58250321108239E+018,-43,,1.5825032110838E+018,791,,,
1.58250321110593E+018,1040,,1.5825032111032E+018,-43,,1.58250321110454E+018,799,,,
1.58250321112937E+018,1056,,1.58250321112636E+018,-43,,1.58250321112783E+018,785,,,
1.58250321115382E+018,1048,,1.58250321114993E+018,-43,,1.58250321115202E+018,785,,,
1.58250321117843E+018,1035,,1.58250321117382E+018,-40,,1.58250321118049E+018,792,,,
1.58250321119798E+018,1051,,1.58250321119513E+018,-40,,1.58250321119656E+018,780,,,
1.5825032112208E+018,1044,,1.58250321121804E+018,-44,,1.58250321121933E+018,788,,,
1.58250321124311E+018,1064,,1.58250321124044E+018,-48,,1.58250321124164E+018,789,,,
1.58250321126637E+018,1064,,1.58250321126371E+018,-44,,1.58250321126492E+018,791,,,
1.58250321128889E+018,1048,,1.58250321128612E+018,-41,,1.58250321128738E+018,791,,,
1.58250321131097E+018,1040,,1.58250321130822E+018,-37,,1.58250321130967E+018,786,,,
1.58250321133534E+018,1040,,1.58250321133235E+018,-42,,1.58250321133377E+018,793,,,
1.58250321135867E+018,1048,,1.5825032113556E+018,-36,,1.58250321135703E+018,789,,,
1.58250321138101E+018,1049,,1.58250321137788E+018,-46,,1.58250321137942E+018,793,,,
1.58250321140349E+018,1040,,1.5825032114003E+018,-50,,1.58250321140179E+018,795,,,
1.58250321142691E+018,1042,,1.58250321142364E+018,-38,,1.58250321142535E+018,786,,,
1.58250321144981E+018,1059,,1.58250321144621E+018,-47,,1.58250321144787E+018,794,,,
1.58250321147241E+018,1035,,1.58250321146969E+018,-43,,1.58250321147102E+018,794,,,
1.58250321149305E+018,1047,,1.5825032114903E+018,-36,,1.58250321149164E+018,794,,,
1.58250321151818E+018,1033,,1.58250321151431E+018,-34,,1.58250321151617E+018,803,,,
1.58250321154083E+018,1064,,1.58250321153743E+018,-37,,1.58250321153922E+018,788,,,
1.5825032115629E+018,1067,,1.58250321156027E+018,-45,,1.58250321156156E+018,793,,,
1.5825032115855E+018,1033,,1.58250321158176E+018,-42,,1.58250321158364E+018,789,,,
1.58250321160918E+018,1061,,1.58250321160548E+018,-41,,1.58250321160732E+018,792,,,
1.58250321163267E+018,1053,,1.58250321162926E+018,-46,,1.58250321163109E+018,791,,,
1.58250321165441E+018,1061,,1.58250321165123E+018,-43,,1.58250321165273E+018,795,,,
1.58250321167572E+018,1041,,1.58250321167319E+018,-41,,1.58250321167445E+018,783,,,
1.58250321169835E+018,1057,,1.58250321169535E+018,-46,,1.58250321169675E+018,788,,,
1.58250321172163E+018,1045,,1.58250321171866E+018,-42,,1.58250321172004E+018,792,,,
1.5825032117463E+018,1049,,1.58250321174271E+018,-44,,1.58250321174452E+018,797,,,
1.58250321176875E+018,1059,,1.58250321176526E+018,-47,,1.58250321176715E+018,793,,,
1.58250321178929E+018,1039,,1.58250321178668E+018,-46,,1.58250321178798E+018,796,,,
1.58250321181181E+018,1056,,1.58250321180923E+018,-46,,1.58250321181051E+018,790,,,
1.58250321183539E+018,1037,,1.58250321183278E+018,-41,,1.58250321183411E+018,783,,,
1.58250321185852E+018,1037,,1.58250321185576E+018,-41,,1.58250321185716E+018,794,,,
1.58250321188092E+018,1032,,1.58250321187817E+018,-46,,1.58250321187942E+018,793,,,
1.58250321190462E+018,1028,,1.58250321190151E+018,-45,,1.58250321190308E+018,789,,,
1.582503211929E+018,1043,,1.58250321192506E+018,-32,,1.58250321192676E+018,793,,,
1.58250321195203E+018,1044,,1.58250321194814E+018,-40,,1.58250321194999E+018,793,,,
1.58250321197386E+018,1040,,1.58250321197066E+018,-44,,1.58250321197235E+018,795,,,
1.58250321199429E+018,1050,,1.5825032119917E+018,-47,,1.58250321199299E+018,784,,,
1.58250321201784E+018,1038,,1.58250321201495E+018,-48,,1.5825032120164E+018,787,,,
1.58250321204014E+018,1040,,1.58250321203721E+018,-46,,1.58250321203867E+018,789,,,
1.5825032120632E+018,1032,,1.58250321206031E+018,-53,,1.5825032120617E+018,797,,,
1.58250321208709E+018,1056,,1.58250321208341E+018,-48,,1.58250321208524E+018,799,,,
1.58250321211049E+018,1041,,1.58250321210647E+018,-37,,1.58250321210862E+018,791,,,
1.58250321213413E+018,1071,,1.5825032121299E+018,-37,,1.58250321213176E+018,795,,,
1.58250321215718E+018,1057,,1.58250321215212E+018,-43,,1.5825032121542E+018,788,,,
1.58250321217718E+018,1057,,1.58250321217402E+018,-46,,1.58250321217555E+018,787,,,
1.5825032122002E+018,1061,,1.58250321219742E+018,-50,,1.58250321219873E+018,783,,,
1.58250321222291E+018,1051,,1.5825032122202E+018,-40,,1.58250321222155E+018,790,,,
1.5825032122465E+018,1063,,1.5825032122429E+018,-46,,1.58250321224477E+018,787,,,
1.58250321226933E+018,1047,,1.58250321226584E+018,-44,,1.58250321226745E+018,791,,,
1.58250321229003E+018,1054,,1.58250321228736E+018,-44,,1.58250321228862E+018,794,,,
1.58250321231385E+018,1058,,1.58250321231108E+018,-39,,1.58250321231238E+018,792,,,
1.58250321233636E+018,1054,,1.58250321233347E+018,-47,,1.58250321233488E+018,792,,,
1.58250321235958E+018,1050,,1.58250321235651E+018,-45,,1.58250321235798E+018,792,,,
1.58250321238188E+018,1059,,1.58250321237898E+018,-49,,1.58250321238043E+018,789,,,
1.58250321240424E+018,1059,,1.58250321240146E+018,-39,,1.58250321240283E+018,784,,,
1.58250321242806E+018,1043,,1.58250321242514E+018,-48,,1.5825032124267E+018,786,,,
1.58250321245166E+018,1060,,1.58250321244818E+018,-48,,1.58250321244999E+018,786,,,
1.58250321247357E+018,1058,,1.58250321246989E+018,-48,,1.58250321247165E+018,790,,,
1.58250321249749E+018,1061,,1.58250321249364E+018,-45,,1.58250321249531E+018,794,,,
1.58250321252061E+018,1050,,1.58250321251663E+018,-35,,1.58250321251825E+018,792,,,
1.5825032125426E+018,1035,,1.58250321253929E+018,-43,,1.58250321254074E+018,792,,,
1.58250321256689E+018,1049,,1.58250321256338E+018,-44,,1.58250321256529E+018,794,,,
1.58250321258911E+018,1053,,1.58250321258469E+018,-45,,1.58250321258678E+018,796,,,
1.58250321261029E+018,1043,,1.58250321260673E+018,-44,,1.58250321260838E+018,792,,,
1.58250321263308E+018,1045,,1.58250321262962E+018,-44,,1.58250321263123E+018,787,,,
1.58250321265576E+018,1046,,1.58250321265218E+018,-40,,1.58250321265396E+018,789,,,
1.5825032126786E+018,1036,,1.58250321267547E+018,-43,,1.58250321267714E+018,797,,,
1.5825032127001E+018,1035,,1.58250321269736E+018,-45,,1.58250321269879E+018,793,,,
1.58250321272373E+018,1046,,1.58250321272077E+018,-36,,1.5825032127221E+018,786,,,
1.58250321274607E+018,1046,,1.58250321274332E+018,-40,,1.58250321274465E+018,792,,,
1.58250321276825E+018,1046,,1.58250321276557E+018,-46,,1.58250321276682E+018,797,,,
1.58250321279215E+018,1057,,1.58250321278907E+018,-44,,1.58250321279065E+018,786,,,
1.58250321281517E+018,1047,,1.58250321281162E+018,-45,,1.58250321281345E+018,782,,,
1.58250321283869E+018,1048,,1.58250321283538E+018,-34,,1.5825032128372E+018,794,,,
1.58250321286124E+018,1038,,1.58250321285758E+018,-41,,1.58250321285954E+018,795,,,
1.58250321288317E+018,1051,,1.58250321288009E+018,-41,,1.58250321288174E+018,798,,,
1.58250321290614E+018,1045,,1.58250321290316E+018,-36,,1.58250321290452E+018,782,,,
1.58250321292921E+018,1060,,1.58250321292638E+018,-46,,1.58250321292781E+018,786,,,
1.58250321295061E+018,1048,,1.58250321294764E+018,-42,,1.58250321294911E+018,795,,,
1.58250321297519E+018,1041,,1.58250321297155E+018,-44,,1.58250321297325E+018,791,,,
1.58250321299766E+018,1038,,1.58250321299404E+018,-44,,1.58250321299585E+018,791,,,
1.58250321302415E+018,1043,,1.58250321301911E+018,-42,,1.58250321302161E+018,788,,,
1.58250321304236E+018,1063,,1.58250321303931E+018,-46,,1.58250321304077E+018,791,,,
1.58250321306427E+018,1071,,1.58250321306126E+018,-45,,1.582503213063E+018,792,,,
1.5825032130876E+018,1046,,1.58250321308511E+018,-46,,1.58250321308639E+018,798,,,
1.5825032131115E+018,1052,,1.58250321310854E+018,-43,,1.58250321310998E+018,802,,,
1.58250321313524E+018,1056,,1.58250321313164E+018,-35,,1.58250321313338E+018,797,,,
1.58250321315703E+018,1050,,1.58250321315382E+018,-46,,1.5825032131555E+018,794,,,
1.5825032131787E+018,1055,,1.58250321317603E+018,-47,,1.58250321317734E+018,790,,,
1.58250321320144E+018,1063,,1.58250321319896E+018,-44,,1.58250321320021E+018,794,,,
1.58250321322505E+018,1047,,1.58250321322212E+018,-47,,1.58250321322358E+018,790,,,
1.58250321324826E+018,1046,,1.58250321324421E+018,-47,,1.58250321324586E+018,790,,,
1.58250321327004E+018,1045,,1.58250321326684E+018,-44,,1.58250321326853E+018,786,,,
1.58250321329308E+018,1045,,1.58250321329015E+018,-38,,1.58250321329164E+018,779,,,
1.58250321331616E+018,1049,,1.5825032133131E+018,-42,,1.58250321331462E+018,779,,,
1.58250321333803E+018,1049,,1.5825032133349E+018,-44,,1.58250321333652E+018,787,,,
1.58250321336083E+018,1045,,1.58250321335765E+018,-45,,1.58250321335932E+018,791,,,
1.58250321338304E+018,1043,,1.58250321338042E+018,-46,,1.5825032133817E+018,788,,,
1.58250321340631E+018,1055,,1.58250321340348E+018,-50,,1.58250321340491E+018,782,,,
1.58250321342943E+018,1045,,1.58250321342614E+018,-42,,1.58250321342795E+018,790,,,
1.58250321345263E+018,1045,,1.58250321344961E+018,-45,,1.58250321345091E+018,796,,,
1.58250321347484E+018,1063,,1.58250321347161E+018,-42,,1.58250321347311E+018,792,,,
1.5825032134988E+018,1040,,1.58250321349536E+018,-43,,1.5825032134969E+018,780,,,
1.58250321352219E+018,1056,,1.58250321351757E+018,-45,,1.58250321351991E+018,781,,,
1.58250321354233E+018,1041,,1.58250321353974E+018,-45,,1.58250321354107E+018,790,,,
1.58250321356559E+018,1034,,1.58250321356306E+018,-41,,1.5825032135643E+018,787,,,
1.58250321358799E+018,1037,,1.58250321358541E+018,-44,,1.5825032135867E+018,788,,,
1.58250321361121E+018,1066,,1.58250321360859E+018,-44,,1.58250321360994E+018,788,,,
1.58250321363366E+018,1044,,1.58250321363062E+018,-46,,1.58250321363227E+018,794,,,
1.58250321365874E+018,1046,,1.58250321365422E+018,-47,,1.58250321365669E+018,791,,,
1.58250321368145E+018,1059,,1.58250321367784E+018,-43,,1.58250321367942E+018,795,,,
1.58250321370207E+018,1057,,1.58250321369933E+018,-49,,1.58250321370085E+018,796,,,
1.58250321372459E+018,1056,,1.58250321372177E+018,-41,,1.58250321372315E+018,796,,,
1.58250321374764E+018,1057,,1.58250321374465E+018,-46,,1.58250321374621E+018,784,,,
1.58250321377058E+018,1035,,1.58250321376787E+018,-44,,1.58250321376921E+018,787,,,
1.58250321379359E+018,1048,,1.58250321379083E+018,-41,,1.58250321379217E+018,791,,,
1.58250321381581E+018,1054,,1.58250321381286E+018,-37,,1.58250321381431E+018,795,,,
1.58250321383895E+018,1061,,1.58250321383597E+018,-41,,1.58250321383745E+018,787,,,
1.58250321386127E+018,1048,,1.58250321385845E+018,-46,,1.58250321385987E+018,791,,,
1.58250321388441E+018,1046,,1.58250321388163E+018,-49,,1.58250321388299E+018,791,,,
1.58250321390831E+018,1043,,1.58250321390535E+018,-41,,1.58250321390679E+018,788,,,
1.58250321392932E+018,1025,,1.58250321392647E+018,-40,,1.58250321392794E+018,793,,,
1.58250321395576E+018,1054,,1.58250321395172E+018,-41,,1.58250321395363E+018,797,,,
1.58250321397739E+018,1045,,1.58250321397349E+018,-49,,1.58250321397505E+018,793,,,
1.58250321399867E+018,1038,,1.58250321399589E+018,-44,,1.58250321399733E+018,793,,,
1.58250321401998E+018,1037,,1.58250321401721E+018,-36,,1.5825032140186E+018,797,,,
1.58250321404426E+018,1053,,1.58250321404103E+018,-44,,1.5825032140427E+018,788,,,
1.58250321406749E+018,1065,,1.58250321406416E+018,-42,,1.58250321406593E+018,788,,,
1.58250321409117E+018,1052,,1.58250321408774E+018,-45,,1.58250321408963E+018,782,,,
1.58250321411205E+018,1033,,1.58250321410886E+018,-46,,1.58250321411046E+018,784,,,
1.58250321413456E+018,1047,,1.5825032141315E+018,-43,,1.58250321413305E+018,793,,,
1.58250321415832E+018,1032,,1.58250321415523E+018,-41,,1.58250321415679E+018,795,,,
1.58250321418114E+018,1035,,1.58250321417783E+018,-38,,1.58250321417951E+018,795,,,
1.5825032142032E+018,1030,,1.58250321419992E+018,-43,,1.58250321420142E+018,789,,,
1.58250321422684E+018,1054,,1.58250321422291E+018,-43,,1.58250321422488E+018,790,,,
1.58250321424974E+018,1051,,1.58250321424645E+018,-38,,1.58250321424796E+018,790,,,
1.5825032142727E+018,1039,,1.58250321426932E+018,-35,,1.58250321427102E+018,794,,,
1.58250321429453E+018,1042,,1.58250321429174E+018,-43,,1.58250321429316E+018,786,,,
1.58250321431632E+018,1049,,1.58250321431333E+018,-42,,1.58250321431483E+018,788,,,
1.58250321434029E+018,1048,,1.58250321433727E+018,-45,,1.58250321433882E+018,794,,,
